Category,Kmer,Sample,Program,Score,Reads
Complete,KmerA,MM1,Transpi,96.9,"33,540,466"
Complete,KmerA,MM2,Transpi,96.4,"43,541,512"
Complete,KmerA,MM3,Transpi,97,"43,440,008"
Complete,KmerA,MM4,Transpi,95.8,"33,595,655"
Complete,KmerA,MM5,Transpi,95,"33,174,108"
Complete,KmerA,MM6,Transpi,95.5,"35,030,665"
Complete,KmerA,MM7,Transpi,95.6,"34,877,241"
Complete,KmerA,CE1,Transpi,85.5,"24,017,399"
Complete,KmerA,CE2,Transpi,85.3,"24,409,279"
Complete,KmerA,CE3,Transpi,85.3,"24,694,386"
Complete,KmerA,CE4,Transpi,85.7,"26,159,433"
Complete,KmerA,CE5,Transpi,85.4,"26,417,070"
Complete,KmerA,CE6,Transpi,85.2,"24,711,402"
Complete,KmerA,DM1,Transpi,44.7,"15,648,174"
Complete,KmerA,DM2,Transpi,44.6,"15,181,806"
Complete,KmerA,DM3,Transpi,37,"9,857,308"
Complete,KmerA,DM4,Transpi,39.8,"15,940,368"
Complete,KmerA,DM5,Transpi,48.5,"18,874,930"
Complete,KmerA,DM6,Transpi,35.1,"21,169,448"
Complete,KmerA,DM7,Transpi,41.6,"16,177,860"
Complete,KmerA,DM8,Transpi,40.1,"12,436,324"
Complete,KmerA,DM9,Transpi,66.4,"26,395,792"
Complete,KmerB,MM1,Transpi,96.8,"33,540,466"
Complete,KmerB,MM2,Transpi,96.9,"43,541,512"
Complete,KmerB,MM3,Transpi,96.7,"43,440,008"
Complete,KmerB,MM4,Transpi,95.9,"33,595,655"
Complete,KmerB,MM5,Transpi,95.2,"33,174,108"
Complete,KmerB,MM6,Transpi,95.7,"35,030,665"
Complete,KmerB,MM7,Transpi,95.4,"34,877,241"
Complete,KmerB,CE1,Transpi,85.4,"24,017,399"
Complete,KmerB,CE2,Transpi,85,"24,409,279"
Complete,KmerB,CE3,Transpi,85.5,"24,694,386"
Complete,KmerB,CE4,Transpi,85.7,"26,159,433"
Complete,KmerB,CE5,Transpi,85.5,"26,417,070"
Complete,KmerB,CE6,Transpi,85.1,"24,711,402"
Complete,KmerB,DM1,Transpi,44.1,"15,648,174"
Complete,KmerB,DM2,Transpi,43.7,"15,181,806"
Complete,KmerB,DM3,Transpi,36.9,"9,857,308"
Complete,KmerB,DM4,Transpi,40,"15,940,368"
Complete,KmerB,DM5,Transpi,47.5,"18,874,930"
Complete,KmerB,DM6,Transpi,34.2,"21,169,448"
Complete,KmerB,DM7,Transpi,41.1,"16,177,860"
Complete,KmerB,DM8,Transpi,39.9,"12,436,324"
Complete,KmerB,DM9,Transpi,66.1,"26,395,792"
Complete,KmerC,MM1,Transpi,97.5,"33,540,466"
Complete,KmerC,MM2,Transpi,96.5,"43,541,512"
Complete,KmerC,MM3,Transpi,97,"43,440,008"
Complete,KmerC,MM4,Transpi,95.8,"33,595,655"
Complete,KmerC,MM5,Transpi,95,"33,174,108"
Complete,KmerC,MM6,Transpi,95.6,"35,030,665"
Complete,KmerC,MM7,Transpi,95.6,"34,877,241"
Complete,KmerC,CE1,Transpi,85.4,"24,017,399"
Complete,KmerC,CE2,Transpi,85.2,"24,409,279"
Complete,KmerC,CE3,Transpi,85.2,"24,694,386"
Complete,KmerC,CE4,Transpi,85.7,"26,159,433"
Complete,KmerC,CE5,Transpi,85.4,"26,417,070"
Complete,KmerC,CE6,Transpi,85.1,"24,711,402"
Complete,KmerC,DM1,Transpi,44.5,"15,648,174"
Complete,KmerC,DM2,Transpi,43.7,"15,181,806"
Complete,KmerC,DM3,Transpi,36.8,"9,857,308"
Complete,KmerC,DM4,Transpi,40.1,"15,940,368"
Complete,KmerC,DM5,Transpi,47.9,"18,874,930"
Complete,KmerC,DM6,Transpi,34.2,"21,169,448"
Complete,KmerC,DM7,Transpi,41.7,"16,177,860"
Complete,KmerC,DM8,Transpi,39.7,"12,436,324"
Complete,KmerC,DM9,Transpi,66.4,"26,395,792"
Single-Copy,KmerA,MM1,Transpi,85.9,"33,540,466"
Single-Copy,KmerA,MM2,Transpi,85.5,"43,541,512"
Single-Copy,KmerA,MM3,Transpi,86,"43,440,008"
Single-Copy,KmerA,MM4,Transpi,84.9,"33,595,655"
Single-Copy,KmerA,MM5,Transpi,83.1,"33,174,108"
Single-Copy,KmerA,MM6,Transpi,85.5,"35,030,665"
Single-Copy,KmerA,MM7,Transpi,84.5,"34,877,241"
Single-Copy,KmerA,CE1,Transpi,77.9,"24,017,399"
Single-Copy,KmerA,CE2,Transpi,77.6,"24,409,279"
Single-Copy,KmerA,CE3,Transpi,78.4,"24,694,386"
Single-Copy,KmerA,CE4,Transpi,78.5,"26,159,433"
Single-Copy,KmerA,CE5,Transpi,79.6,"26,417,070"
Single-Copy,KmerA,CE6,Transpi,78.2,"24,711,402"
Single-Copy,KmerA,DM1,Transpi,40.6,"15,648,174"
Single-Copy,KmerA,DM2,Transpi,41.5,"15,181,806"
Single-Copy,KmerA,DM3,Transpi,33.6,"9,857,308"
Single-Copy,KmerA,DM4,Transpi,36.5,"15,940,368"
Single-Copy,KmerA,DM5,Transpi,45.5,"18,874,930"
Single-Copy,KmerA,DM6,Transpi,32.2,"21,169,448"
Single-Copy,KmerA,DM7,Transpi,39.1,"16,177,860"
Single-Copy,KmerA,DM8,Transpi,36.8,"12,436,324"
Single-Copy,KmerA,DM9,Transpi,60.6,"26,395,792"
Single-Copy,KmerB,MM1,Transpi,86.2,"33,540,466"
Single-Copy,KmerB,MM2,Transpi,86.1,"43,541,512"
Single-Copy,KmerB,MM3,Transpi,86,"43,440,008"
Single-Copy,KmerB,MM4,Transpi,85.9,"33,595,655"
Single-Copy,KmerB,MM5,Transpi,84.3,"33,174,108"
Single-Copy,KmerB,MM6,Transpi,84.4,"35,030,665"
Single-Copy,KmerB,MM7,Transpi,83.7,"34,877,241"
Single-Copy,KmerB,CE1,Transpi,78.1,"24,017,399"
Single-Copy,KmerB,CE2,Transpi,77.8,"24,409,279"
Single-Copy,KmerB,CE3,Transpi,78.9,"24,694,386"
Single-Copy,KmerB,CE4,Transpi,78.6,"26,159,433"
Single-Copy,KmerB,CE5,Transpi,79.1,"26,417,070"
Single-Copy,KmerB,CE6,Transpi,77.9,"24,711,402"
Single-Copy,KmerB,DM1,Transpi,39.8,"15,648,174"
Single-Copy,KmerB,DM2,Transpi,40.3,"15,181,806"
Single-Copy,KmerB,DM3,Transpi,33.7,"9,857,308"
Single-Copy,KmerB,DM4,Transpi,36.8,"15,940,368"
Single-Copy,KmerB,DM5,Transpi,44.6,"18,874,930"
Single-Copy,KmerB,DM6,Transpi,31.3,"21,169,448"
Single-Copy,KmerB,DM7,Transpi,38.2,"16,177,860"
Single-Copy,KmerB,DM8,Transpi,36.2,"12,436,324"
Single-Copy,KmerB,DM9,Transpi,60.2,"26,395,792"
Single-Copy,KmerC,MM1,Transpi,86.8,"33,540,466"
Single-Copy,KmerC,MM2,Transpi,84.9,"43,541,512"
Single-Copy,KmerC,MM3,Transpi,85.8,"43,440,008"
Single-Copy,KmerC,MM4,Transpi,85,"33,595,655"
Single-Copy,KmerC,MM5,Transpi,83.1,"33,174,108"
Single-Copy,KmerC,MM6,Transpi,85.4,"35,030,665"
Single-Copy,KmerC,MM7,Transpi,83.9,"34,877,241"
Single-Copy,KmerC,CE1,Transpi,78.2,"24,017,399"
Single-Copy,KmerC,CE2,Transpi,77.6,"24,409,279"
Single-Copy,KmerC,CE3,Transpi,79,"24,694,386"
Single-Copy,KmerC,CE4,Transpi,78.8,"26,159,433"
Single-Copy,KmerC,CE5,Transpi,79.3,"26,417,070"
Single-Copy,KmerC,CE6,Transpi,78.7,"24,711,402"
Single-Copy,KmerC,DM1,Transpi,40.4,"15,648,174"
Single-Copy,KmerC,DM2,Transpi,40.7,"15,181,806"
Single-Copy,KmerC,DM3,Transpi,33.8,"9,857,308"
Single-Copy,KmerC,DM4,Transpi,37.2,"15,940,368"
Single-Copy,KmerC,DM5,Transpi,44.8,"18,874,930"
Single-Copy,KmerC,DM6,Transpi,31.5,"21,169,448"
Single-Copy,KmerC,DM7,Transpi,39,"16,177,860"
Single-Copy,KmerC,DM8,Transpi,36.6,"12,436,324"
Single-Copy,KmerC,DM9,Transpi,60.3,"26,395,792"
Duplicated,KmerA,MM1,Transpi,11,"33,540,466"
Duplicated,KmerA,MM2,Transpi,10.9,"43,541,512"
Duplicated,KmerA,MM3,Transpi,11,"43,440,008"
Duplicated,KmerA,MM4,Transpi,10.9,"33,595,655"
Duplicated,KmerA,MM5,Transpi,11.9,"33,174,108"
Duplicated,KmerA,MM6,Transpi,10,"35,030,665"
Duplicated,KmerA,MM7,Transpi,11.1,"34,877,241"
Duplicated,KmerA,CE1,Transpi,7.6,"24,017,399"
Duplicated,KmerA,CE2,Transpi,7.7,"24,409,279"
Duplicated,KmerA,CE3,Transpi,6.9,"24,694,386"
Duplicated,KmerA,CE4,Transpi,7.2,"26,159,433"
Duplicated,KmerA,CE5,Transpi,5.8,"26,417,070"
Duplicated,KmerA,CE6,Transpi,7,"24,711,402"
Duplicated,KmerA,DM1,Transpi,4.1,"15,648,174"
Duplicated,KmerA,DM2,Transpi,3.1,"15,181,806"
Duplicated,KmerA,DM3,Transpi,3.4,"9,857,308"
Duplicated,KmerA,DM4,Transpi,3.3,"15,940,368"
Duplicated,KmerA,DM5,Transpi,3,"18,874,930"
Duplicated,KmerA,DM6,Transpi,2.9,"21,169,448"
Duplicated,KmerA,DM7,Transpi,2.5,"16,177,860"
Duplicated,KmerA,DM8,Transpi,3.3,"12,436,324"
Duplicated,KmerA,DM9,Transpi,5.8,"26,395,792"
Duplicated,KmerB,MM1,Transpi,10.6,"33,540,466"
Duplicated,KmerB,MM2,Transpi,10.8,"43,541,512"
Duplicated,KmerB,MM3,Transpi,10.7,"43,440,008"
Duplicated,KmerB,MM4,Transpi,10,"33,595,655"
Duplicated,KmerB,MM5,Transpi,10.9,"33,174,108"
Duplicated,KmerB,MM6,Transpi,11.3,"35,030,665"
Duplicated,KmerB,MM7,Transpi,11.7,"34,877,241"
Duplicated,KmerB,CE1,Transpi,7.3,"24,017,399"
Duplicated,KmerB,CE2,Transpi,7.2,"24,409,279"
Duplicated,KmerB,CE3,Transpi,6.6,"24,694,386"
Duplicated,KmerB,CE4,Transpi,7.1,"26,159,433"
Duplicated,KmerB,CE5,Transpi,6.4,"26,417,070"
Duplicated,KmerB,CE6,Transpi,7.2,"24,711,402"
Duplicated,KmerB,DM1,Transpi,4.3,"15,648,174"
Duplicated,KmerB,DM2,Transpi,3.4,"15,181,806"
Duplicated,KmerB,DM3,Transpi,3.2,"9,857,308"
Duplicated,KmerB,DM4,Transpi,3.2,"15,940,368"
Duplicated,KmerB,DM5,Transpi,2.9,"18,874,930"
Duplicated,KmerB,DM6,Transpi,2.9,"21,169,448"
Duplicated,KmerB,DM7,Transpi,2.9,"16,177,860"
Duplicated,KmerB,DM8,Transpi,3.7,"12,436,324"
Duplicated,KmerB,DM9,Transpi,5.9,"26,395,792"
Duplicated,KmerC,MM1,Transpi,10.7,"33,540,466"
Duplicated,KmerC,MM2,Transpi,11.6,"43,541,512"
Duplicated,KmerC,MM3,Transpi,11.2,"43,440,008"
Duplicated,KmerC,MM4,Transpi,10.8,"33,595,655"
Duplicated,KmerC,MM5,Transpi,11.9,"33,174,108"
Duplicated,KmerC,MM6,Transpi,10.2,"35,030,665"
Duplicated,KmerC,MM7,Transpi,11.7,"34,877,241"
Duplicated,KmerC,CE1,Transpi,7.2,"24,017,399"
Duplicated,KmerC,CE2,Transpi,7.6,"24,409,279"
Duplicated,KmerC,CE3,Transpi,6.2,"24,694,386"
Duplicated,KmerC,CE4,Transpi,6.9,"26,159,433"
Duplicated,KmerC,CE5,Transpi,6.1,"26,417,070"
Duplicated,KmerC,CE6,Transpi,6.4,"24,711,402"
Duplicated,KmerC,DM1,Transpi,4.1,"15,648,174"
Duplicated,KmerC,DM2,Transpi,3,"15,181,806"
Duplicated,KmerC,DM3,Transpi,3,"9,857,308"
Duplicated,KmerC,DM4,Transpi,2.9,"15,940,368"
Duplicated,KmerC,DM5,Transpi,3.1,"18,874,930"
Duplicated,KmerC,DM6,Transpi,2.7,"21,169,448"
Duplicated,KmerC,DM7,Transpi,2.7,"16,177,860"
Duplicated,KmerC,DM8,Transpi,3.1,"12,436,324"
Duplicated,KmerC,DM9,Transpi,6.1,"26,395,792"
Fragmented,KmerA,MM1,Transpi,1.2,"33,540,466"
Fragmented,KmerA,MM2,Transpi,1.6,"43,541,512"
Fragmented,KmerA,MM3,Transpi,0.9,"43,440,008"
Fragmented,KmerA,MM4,Transpi,1.7,"33,595,655"
Fragmented,KmerA,MM5,Transpi,2.1,"33,174,108"
Fragmented,KmerA,MM6,Transpi,1.7,"35,030,665"
Fragmented,KmerA,MM7,Transpi,1.4,"34,877,241"
Fragmented,KmerA,CE1,Transpi,1.7,"24,017,399"
Fragmented,KmerA,CE2,Transpi,1.7,"24,409,279"
Fragmented,KmerA,CE3,Transpi,1.8,"24,694,386"
Fragmented,KmerA,CE4,Transpi,1.5,"26,159,433"
Fragmented,KmerA,CE5,Transpi,1.8,"26,417,070"
Fragmented,KmerA,CE6,Transpi,2.1,"24,711,402"
Fragmented,KmerA,DM1,Transpi,7.6,"15,648,174"
Fragmented,KmerA,DM2,Transpi,7.4,"15,181,806"
Fragmented,KmerA,DM3,Transpi,8.1,"9,857,308"
Fragmented,KmerA,DM4,Transpi,7,"15,940,368"
Fragmented,KmerA,DM5,Transpi,7.5,"18,874,930"
Fragmented,KmerA,DM6,Transpi,7.8,"21,169,448"
Fragmented,KmerA,DM7,Transpi,7.2,"16,177,860"
Fragmented,KmerA,DM8,Transpi,7.2,"12,436,324"
Fragmented,KmerA,DM9,Transpi,6.9,"26,395,792"
Fragmented,KmerB,MM1,Transpi,1.5,"33,540,466"
Fragmented,KmerB,MM2,Transpi,1.6,"43,541,512"
Fragmented,KmerB,MM3,Transpi,1.3,"43,440,008"
Fragmented,KmerB,MM4,Transpi,1.7,"33,595,655"
Fragmented,KmerB,MM5,Transpi,1.9,"33,174,108"
Fragmented,KmerB,MM6,Transpi,1.7,"35,030,665"
Fragmented,KmerB,MM7,Transpi,1.7,"34,877,241"
Fragmented,KmerB,CE1,Transpi,1.8,"24,017,399"
Fragmented,KmerB,CE2,Transpi,1.8,"24,409,279"
Fragmented,KmerB,CE3,Transpi,1.6,"24,694,386"
Fragmented,KmerB,CE4,Transpi,1.6,"26,159,433"
Fragmented,KmerB,CE5,Transpi,1.6,"26,417,070"
Fragmented,KmerB,CE6,Transpi,2.1,"24,711,402"
Fragmented,KmerB,DM1,Transpi,8.6,"15,648,174"
Fragmented,KmerB,DM2,Transpi,7.6,"15,181,806"
Fragmented,KmerB,DM3,Transpi,7.8,"9,857,308"
Fragmented,KmerB,DM4,Transpi,6.9,"15,940,368"
Fragmented,KmerB,DM5,Transpi,8.1,"18,874,930"
Fragmented,KmerB,DM6,Transpi,8.7,"21,169,448"
Fragmented,KmerB,DM7,Transpi,7.3,"16,177,860"
Fragmented,KmerB,DM8,Transpi,7.8,"12,436,324"
Fragmented,KmerB,DM9,Transpi,7.4,"26,395,792"
Fragmented,KmerC,MM1,Transpi,1,"33,540,466"
Fragmented,KmerC,MM2,Transpi,1.8,"43,541,512"
Fragmented,KmerC,MM3,Transpi,1,"43,440,008"
Fragmented,KmerC,MM4,Transpi,1.8,"33,595,655"
Fragmented,KmerC,MM5,Transpi,2,"33,174,108"
Fragmented,KmerC,MM6,Transpi,1.6,"35,030,665"
Fragmented,KmerC,MM7,Transpi,1.5,"34,877,241"
Fragmented,KmerC,CE1,Transpi,1.8,"24,017,399"
Fragmented,KmerC,CE2,Transpi,1.8,"24,409,279"
Fragmented,KmerC,CE3,Transpi,1.8,"24,694,386"
Fragmented,KmerC,CE4,Transpi,1.6,"26,159,433"
Fragmented,KmerC,CE5,Transpi,1.8,"26,417,070"
Fragmented,KmerC,CE6,Transpi,2.1,"24,711,402"
Fragmented,KmerC,DM1,Transpi,8.2,"15,648,174"
Fragmented,KmerC,DM2,Transpi,7.5,"15,181,806"
Fragmented,KmerC,DM3,Transpi,8,"9,857,308"
Fragmented,KmerC,DM4,Transpi,7.3,"15,940,368"
Fragmented,KmerC,DM5,Transpi,8.3,"18,874,930"
Fragmented,KmerC,DM6,Transpi,8.4,"21,169,448"
Fragmented,KmerC,DM7,Transpi,7.5,"16,177,860"
Fragmented,KmerC,DM8,Transpi,8,"12,436,324"
Fragmented,KmerC,DM9,Transpi,6.9,"26,395,792"
Missing,KmerA,MM1,Transpi,1.9,"33,540,466"
Missing,KmerA,MM2,Transpi,2,"43,541,512"
Missing,KmerA,MM3,Transpi,2.1,"43,440,008"
Missing,KmerA,MM4,Transpi,2.5,"33,595,655"
Missing,KmerA,MM5,Transpi,2.9,"33,174,108"
Missing,KmerA,MM6,Transpi,2.8,"35,030,665"
Missing,KmerA,MM7,Transpi,3,"34,877,241"
Missing,KmerA,CE1,Transpi,12.8,"24,017,399"
Missing,KmerA,CE2,Transpi,13,"24,409,279"
Missing,KmerA,CE3,Transpi,12.9,"24,694,386"
Missing,KmerA,CE4,Transpi,12.8,"26,159,433"
Missing,KmerA,CE5,Transpi,12.8,"26,417,070"
Missing,KmerA,CE6,Transpi,12.7,"24,711,402"
Missing,KmerA,DM1,Transpi,47.7,"15,648,174"
Missing,KmerA,DM2,Transpi,48,"15,181,806"
Missing,KmerA,DM3,Transpi,54.9,"9,857,308"
Missing,KmerA,DM4,Transpi,53.2,"15,940,368"
Missing,KmerA,DM5,Transpi,44,"18,874,930"
Missing,KmerA,DM6,Transpi,57.1,"21,169,448"
Missing,KmerA,DM7,Transpi,51.2,"16,177,860"
Missing,KmerA,DM8,Transpi,52.7,"12,436,324"
Missing,KmerA,DM9,Transpi,26.7,"26,395,792"
Missing,KmerB,MM1,Transpi,1.7,"33,540,466"
Missing,KmerB,MM2,Transpi,1.5,"43,541,512"
Missing,KmerB,MM3,Transpi,2,"43,440,008"
Missing,KmerB,MM4,Transpi,2.4,"33,595,655"
Missing,KmerB,MM5,Transpi,2.9,"33,174,108"
Missing,KmerB,MM6,Transpi,2.6,"35,030,665"
Missing,KmerB,MM7,Transpi,2.9,"34,877,241"
Missing,KmerB,CE1,Transpi,12.8,"24,017,399"
Missing,KmerB,CE2,Transpi,13.2,"24,409,279"
Missing,KmerB,CE3,Transpi,12.9,"24,694,386"
Missing,KmerB,CE4,Transpi,12.7,"26,159,433"
Missing,KmerB,CE5,Transpi,12.9,"26,417,070"
Missing,KmerB,CE6,Transpi,12.8,"24,711,402"
Missing,KmerB,DM1,Transpi,47.3,"15,648,174"
Missing,KmerB,DM2,Transpi,48.7,"15,181,806"
Missing,KmerB,DM3,Transpi,55.3,"9,857,308"
Missing,KmerB,DM4,Transpi,53.1,"15,940,368"
Missing,KmerB,DM5,Transpi,44.4,"18,874,930"
Missing,KmerB,DM6,Transpi,57.1,"21,169,448"
Missing,KmerB,DM7,Transpi,51.6,"16,177,860"
Missing,KmerB,DM8,Transpi,52.3,"12,436,324"
Missing,KmerB,DM9,Transpi,26.5,"26,395,792"
Missing,KmerC,MM1,Transpi,1.5,"33,540,466"
Missing,KmerC,MM2,Transpi,1.7,"43,541,512"
Missing,KmerC,MM3,Transpi,2,"43,440,008"
Missing,KmerC,MM4,Transpi,2.4,"33,595,655"
Missing,KmerC,MM5,Transpi,3,"33,174,108"
Missing,KmerC,MM6,Transpi,2.8,"35,030,665"
Missing,KmerC,MM7,Transpi,2.9,"34,877,241"
Missing,KmerC,CE1,Transpi,12.8,"24,017,399"
Missing,KmerC,CE2,Transpi,13,"24,409,279"
Missing,KmerC,CE3,Transpi,13,"24,694,386"
Missing,KmerC,CE4,Transpi,12.7,"26,159,433"
Missing,KmerC,CE5,Transpi,12.8,"26,417,070"
Missing,KmerC,CE6,Transpi,12.8,"24,711,402"
Missing,KmerC,DM1,Transpi,47.3,"15,648,174"
Missing,KmerC,DM2,Transpi,48.8,"15,181,806"
Missing,KmerC,DM3,Transpi,55.2,"9,857,308"
Missing,KmerC,DM4,Transpi,52.6,"15,940,368"
Missing,KmerC,DM5,Transpi,43.8,"18,874,930"
Missing,KmerC,DM6,Transpi,57.4,"21,169,448"
Missing,KmerC,DM7,Transpi,50.8,"16,177,860"
Missing,KmerC,DM8,Transpi,52.3,"12,436,324"
Missing,KmerC,DM9,Transpi,26.7,"26,395,792"
Complete,KmerA,MM1,Trinity,95.9,"33,540,466"
Complete,KmerA,MM2,Trinity,97,"43,541,512"
Complete,KmerA,MM3,Trinity,97.4,"43,440,008"
Complete,KmerA,MM4,Trinity,93.9,"33,595,655"
Complete,KmerA,MM5,Trinity,93.6,"33,174,108"
Complete,KmerA,MM6,Trinity,93.6,"35,030,665"
Complete,KmerA,MM7,Trinity,93.3,"34,877,241"
Complete,KmerA,CE1,Trinity,84.6,"24,017,399"
Complete,KmerA,CE2,Trinity,84.9,"24,409,279"
Complete,KmerA,CE3,Trinity,84.7,"24,694,386"
Complete,KmerA,CE4,Trinity,85.1,"26,159,433"
Complete,KmerA,CE5,Trinity,85.1,"26,417,070"
Complete,KmerA,CE6,Trinity,85.1,"24,711,402"
Complete,KmerA,DM1,Trinity,41.1,"15,648,174"
Complete,KmerA,DM2,Trinity,38.6,"15,181,806"
Complete,KmerA,DM3,Trinity,31.9,"9,857,308"
Complete,KmerA,DM4,Trinity,35.6,"15,940,368"
Complete,KmerA,DM5,Trinity,43.3,"18,874,930"
Complete,KmerA,DM6,Trinity,31.9,"21,169,448"
Complete,KmerA,DM7,Trinity,37.8,"16,177,860"
Complete,KmerA,DM8,Trinity,35.3,"12,436,324"
Complete,KmerA,DM9,Trinity,60.7,"26,395,792"
Complete,KmerB,MM1,Trinity,95.9,"33,540,466"
Complete,KmerB,MM2,Trinity,97.1,"43,541,512"
Complete,KmerB,MM3,Trinity,97.4,"43,440,008"
Complete,KmerB,MM4,Trinity,94,"33,595,655"
