Category,Sample,Program,Score,Reads,Length,ID
Complete,SRR1561723_Sphaerium_nucleus,Trinity,34.6,"18,539,173",100,C
Complete,SRR1611556_Hemithiris_psittacea,Trinity,94.5,"9,221,875",100,C
Complete,SRR1611560_Malacobdella_grossa,Trinity,94.3,"8,307,739",100,C
Complete,SRR1611565_Phoronis_psammophila,Trinity,92.6,"12,949,999",100,C
Complete,SRR1796434_Catenula_lemnae,Trinity,52.5,"3,028,636",100,C
Complete,SRR3097584_Florometra,Trinity,98,"32,710,859",100,C
Complete,SRR3105702_Childia_submaculatum,Trinity,81.8,"6,089,955",100,C
Complete,SRR331123_Ennucula_tenuis,Trinity,94.2,"14,420,942",100,C
Complete,SRR7655554_Ircinia_fasciculata,Trinity,71.4,"13,420,109",100,C
Complete,SRR7754744_Krohnitta_subtilis,Trinity,88.2,"15,954,007",100,C
Complete,SRR10527303_Octolasmis_warwickii,Trinity,97.5,"15,813,391",150,D
Complete,SRR3350463_Dimya_lima,Trinity,53.1,"5,426,850",150,D
Complete,SRR3404576_Brachionus_plicatilis,Trinity,95.5,"7,403,847",150,D
Complete,SRR4113507_Calanus_finmarchicus,Trinity,79.8,"10,633,606",150,D
Complete,SRR4294206_Millepora_alcicornis,Trinity,97.3,"24,645,545",150,D
Complete,SRR504694_Corticium_candelabrum,Trinity,91.2,"18,897,095",150,D
Complete,SRR5140141_Eoleptestheria_cf_ticinensis,Trinity,84.8,"5,471,351",150,D
Complete,SRR5626553_Nautilus_pompilius,Trinity,62.2,"16,461,197",150,D
Complete,SRR5873556_Neocalanus_Flemingeri,Trinity,88.8,"4,112,626",150,D
Complete,SRR8393254_Apostichopus_japonicus,Trinity,91.6,"8,289,770",150,D
Complete,SRR8491966_Porites_pukoensis,Trinity,99.4,"16,448,725",150,D
Single-Copy,ERR3026433_Pinnigorgia_flava,Trinity,66.6,"30,545,400",50,A
Single-Copy,ERR3026434_Sinularia_cruciata,Trinity,68,"22,160,908",50,A
Single-Copy,ERR3026435_Tubipora_musica,Trinity,73.5,"23,006,724",50,A
Single-Copy,ERR3040053_Heliopora_coerulea,Trinity,65.7,"29,000,821",50,A
Single-Copy,SRR8280777_Godzilliognomus_frondosus,Trinity,63.6,"14,086,834",75,B
Single-Copy,SRR8745910_Galeodes_sp,Trinity,51,"6,356,774",75,B
Single-Copy,SRR8745911_Peripatoides_novaezealandiae_onychophora,Trinity,66.7,"5,768,550",75,B
Single-Copy,ERR1000783_Paracentrotus_lividus,Trinity,40.8,"6,803,316",75,B
Single-Copy,SRR10744002_Paracentrotus_lividus,Trinity,30,"13,583,857",75,B
Single-Copy,SRR1232685_Nephtys_caeca,Trinity,23.9,"1,576,665",75,B
Single-Copy,SRR1271607_Gnathostomula_paradoxa,Trinity,28.1,"5,954,962",75,B
Single-Copy,SRR1271706_Macrodasys_sp,Trinity,56.5,"3,204,609",75,B
Single-Copy,SRR1273732_Lepidodermella_squamata,Trinity,40.4,"4,370,938",75,B
Single-Copy,SRR1273789_Cephalothrix_linearis,Trinity,65.7,"4,869,244",75,B
Single-Copy,SRR5569439_Acropora_palmata,Trinity,46.2,"10,476,071",75,B
Single-Copy,SRR8601367_Acropora_pulchra,Trinity,58.7,"14,037,157",75,B
Single-Copy,SRR1041944_Ephydatia_muelleri,Trinity,33.3,"11,425,188",100,C
Single-Copy,SRR1042012_Oscarella_pearsei,Trinity,32.7,"11,306,242",100,C
Single-Copy,SRR1168575_Spongilla_lacustris,Trinity,41.7,"5,136,881",100,C
Single-Copy,SRR1711043_Mycale_phylophylla_adult,Trinity,47.8,"11,408,543",100,C
Single-Copy,SRR1793376_Haliclona_tubifera,Trinity,27.8,"16,356,602",100,C
Single-Copy,SRR504690_Sycon_coactum,Trinity,47,"9,098,097",100,C
Single-Copy,SRR1145776_Peripatopsis_capensis,Trinity,48.7,"11,638,180",100,C
Single-Copy,SRR1505119_Monodonta_labio,Trinity,58.9,"10,388,770",100,C
Single-Copy,SRR1560310_Lyonsia_floridana,Trinity,52.4,"9,919,645",100,C
Single-Copy,SRR1560359_Mercenaria_campechiensis,Trinity,13.7,"11,935,267",100,C
Single-Copy,SRR1560432_Neotrigonia_margaritacea,Trinity,47.3,"11,215,767",100,C
Single-Copy,SRR1560458_Cardites_antiquatus,Trinity,32.3,"11,916,756",100,C
Single-Copy,SRR1561723_Sphaerium_nucleus,Trinity,16.4,"18,539,173",100,C
Single-Copy,SRR1611556_Hemithiris_psittacea,Trinity,29.1,"9,221,875",100,C
Single-Copy,SRR1611560_Malacobdella_grossa,Trinity,20.4,"8,307,739",100,C
Single-Copy,SRR1611565_Phoronis_psammophila,Trinity,21.6,"12,949,999",100,C
Single-Copy,SRR1796434_Catenula_lemnae,Trinity,31.7,"3,028,636",100,C
Single-Copy,SRR3097584_Florometra,Trinity,41.3,"32,710,859",100,C
Single-Copy,SRR3105702_Childia_submaculatum,Trinity,25.9,"6,089,955",100,C
Single-Copy,SRR331123_Ennucula_tenuis,Trinity,53.8,"14,420,942",100,C
Single-Copy,SRR7655554_Ircinia_fasciculata,Trinity,35.9,"13,420,109",100,C
Single-Copy,SRR7754744_Krohnitta_subtilis,Trinity,32.2,"15,954,007",100,C
Single-Copy,SRR10527303_Octolasmis_warwickii,Trinity,27.6,"15,813,391",150,D
Single-Copy,SRR3350463_Dimya_lima,Trinity,34,"5,426,850",150,D
Single-Copy,SRR3404576_Brachionus_plicatilis,Trinity,57.7,"7,403,847",150,D
Single-Copy,SRR4113507_Calanus_finmarchicus,Trinity,31.7,"10,633,606",150,D
Single-Copy,SRR4294206_Millepora_alcicornis,Trinity,48.7,"24,645,545",150,D
Single-Copy,SRR504694_Corticium_candelabrum,Trinity,33.7,"18,897,095",150,D
Single-Copy,SRR5140141_Eoleptestheria_cf_ticinensis,Trinity,44.5,"5,471,351",150,D
Single-Copy,SRR5626553_Nautilus_pompilius,Trinity,34.4,"16,461,197",150,D
Single-Copy,SRR5873556_Neocalanus_Flemingeri,Trinity,60.2,"4,112,626",150,D
Single-Copy,SRR8393254_Apostichopus_japonicus,Trinity,26.2,"8,289,770",150,D
Single-Copy,SRR8491966_Porites_pukoensis,Trinity,23.5,"16,448,725",150,D
Duplicated,ERR3026433_Pinnigorgia_flava,Trinity,27,"30,545,400",50,A
Duplicated,ERR3026434_Sinularia_cruciata,Trinity,16.9,"22,160,908",50,A
Duplicated,ERR3026435_Tubipora_musica,Trinity,18.1,"23,006,724",50,A
Duplicated,ERR3040053_Heliopora_coerulea,Trinity,23.8,"29,000,821",50,A
Duplicated,SRR8280777_Godzilliognomus_frondosus,Trinity,18.6,"14,086,834",75,B
Duplicated,SRR8745910_Galeodes_sp,Trinity,31.8,"6,356,774",75,B
Duplicated,SRR8745911_Peripatoides_novaezealandiae_onychophora,Trinity,16.6,"5,768,550",75,B
Duplicated,ERR1000783_Paracentrotus_lividus,Trinity,33.1,"6,803,316",75,B
Duplicated,SRR10744002_Paracentrotus_lividus,Trinity,63.4,"13,583,857",75,B
Duplicated,SRR1232685_Nephtys_caeca,Trinity,2.7,"1,576,665",75,B
Duplicated,SRR1271607_Gnathostomula_paradoxa,Trinity,26,"5,954,962",75,B
Duplicated,SRR1271706_Macrodasys_sp,Trinity,16.1,"3,204,609",75,B
Duplicated,SRR1273732_Lepidodermella_squamata,Trinity,11.7,"4,370,938",75,B
Duplicated,SRR1273789_Cephalothrix_linearis,Trinity,14,"4,869,244",75,B
Duplicated,SRR5569439_Acropora_palmata,Trinity,19.9,"10,476,071",75,B
Duplicated,SRR8601367_Acropora_pulchra,Trinity,31.1,"14,037,157",75,B
Duplicated,SRR1041944_Ephydatia_muelleri,Trinity,61.1,"11,425,188",100,C
Duplicated,SRR1042012_Oscarella_pearsei,Trinity,59.9,"11,306,242",100,C
Duplicated,SRR1168575_Spongilla_lacustris,Trinity,43.3,"5,136,881",100,C
Duplicated,SRR1711043_Mycale_phylophylla_adult,Trinity,29.6,"11,408,543",100,C
Duplicated,SRR1793376_Haliclona_tubifera,Trinity,66.4,"16,356,602",100,C
Duplicated,SRR504690_Sycon_coactum,Trinity,35.6,"9,098,097",100,C
Duplicated,SRR1145776_Peripatopsis_capensis,Trinity,12.9,"11,638,180",100,C
Duplicated,SRR1505119_Monodonta_labio,Trinity,25.3,"10,388,770",100,C
Duplicated,SRR1560310_Lyonsia_floridana,Trinity,24.3,"9,919,645",100,C
Duplicated,SRR1560359_Mercenaria_campechiensis,Trinity,6.6,"11,935,267",100,C
Duplicated,SRR1560432_Neotrigonia_margaritacea,Trinity,10.4,"11,215,767",100,C
Duplicated,SRR1560458_Cardites_antiquatus,Trinity,10.4,"11,916,756",100,C
Duplicated,SRR1561723_Sphaerium_nucleus,Trinity,18.2,"18,539,173",100,C
Duplicated,SRR1611556_Hemithiris_psittacea,Trinity,65.4,"9,221,875",100,C
Duplicated,SRR1611560_Malacobdella_grossa,Trinity,73.9,"8,307,739",100,C
Duplicated,SRR1611565_Phoronis_psammophila,Trinity,71,"12,949,999",100,C
Duplicated,SRR1796434_Catenula_lemnae,Trinity,20.8,"3,028,636",100,C
Duplicated,SRR3097584_Florometra,Trinity,56.7,"32,710,859",100,C
Duplicated,SRR3105702_Childia_submaculatum,Trinity,55.9,"6,089,955",100,C
Duplicated,SRR331123_Ennucula_tenuis,Trinity,40.4,"14,420,942",100,C
Duplicated,SRR7655554_Ircinia_fasciculata,Trinity,35.5,"13,420,109",100,C
Duplicated,SRR7754744_Krohnitta_subtilis,Trinity,56,"15,954,007",100,C
Duplicated,SRR10527303_Octolasmis_warwickii,Trinity,69.9,"15,813,391",150,D
Duplicated,SRR3350463_Dimya_lima,Trinity,19.1,"5,426,850",150,D
Duplicated,SRR3404576_Brachionus_plicatilis,Trinity,37.8,"7,403,847",150,D
Duplicated,SRR4113507_Calanus_finmarchicus,Trinity,48.1,"10,633,606",150,D
Duplicated,SRR4294206_Millepora_alcicornis,Trinity,48.6,"24,645,545",150,D
Duplicated,SRR504694_Corticium_candelabrum,Trinity,57.5,"18,897,095",150,D
Duplicated,SRR5140141_Eoleptestheria_cf_ticinensis,Trinity,40.3,"5,471,351",150,D
Duplicated,SRR5626553_Nautilus_pompilius,Trinity,27.8,"16,461,197",150,D
Duplicated,SRR5873556_Neocalanus_Flemingeri,Trinity,28.6,"4,112,626",150,D
Duplicated,SRR8393254_Apostichopus_japonicus,Trinity,65.4,"8,289,770",150,D
Duplicated,SRR8491966_Porites_pukoensis,Trinity,75.9,"16,448,725",150,D
Fragmented,ERR3026433_Pinnigorgia_flava,Trinity,4.6,"30,545,400",50,A
Fragmented,ERR3026434_Sinularia_cruciata,Trinity,11.3,"22,160,908",50,A
Fragmented,ERR3026435_Tubipora_musica,Trinity,5.8,"23,006,724",50,A
Fragmented,ERR3040053_Heliopora_coerulea,Trinity,8.5,"29,000,821",50,A
Fragmented,SRR8280777_Godzilliognomus_frondosus,Trinity,11.3,"14,086,834",75,B
Fragmented,SRR8745910_Galeodes_sp,Trinity,13.9,"6,356,774",75,B
Fragmented,SRR8745911_Peripatoides_novaezealandiae_onychophora,Trinity,9.3,"5,768,550",75,B
Fragmented,ERR1000783_Paracentrotus_lividus,Trinity,18,"6,803,316",75,B
Fragmented,SRR10744002_Paracentrotus_lividus,Trinity,4.8,"13,583,857",75,B
Fragmented,SRR1232685_Nephtys_caeca,Trinity,28.2,"1,576,665",75,B
Fragmented,SRR1271607_Gnathostomula_paradoxa,Trinity,25.6,"5,954,962",75,B
Fragmented,SRR1271706_Macrodasys_sp,Trinity,15.4,"3,204,609",75,B
Fragmented,SRR1273732_Lepidodermella_squamata,Trinity,25.8,"4,370,938",75,B
Fragmented,SRR1273789_Cephalothrix_linearis,Trinity,16.2,"4,869,244",75,B
Fragmented,SRR5569439_Acropora_palmata,Trinity,22.5,"10,476,071",75,B
Fragmented,SRR8601367_Acropora_pulchra,Trinity,8.3,"14,037,157",75,B
Fragmented,SRR1041944_Ephydatia_muelleri,Trinity,1.5,"11,425,188",100,C
Fragmented,SRR1042012_Oscarella_pearsei,Trinity,2.7,"11,306,242",100,C
Fragmented,SRR1168575_Spongilla_lacustris,Trinity,10.2,"5,136,881",100,C
Fragmented,SRR1711043_Mycale_phylophylla_adult,Trinity,13.4,"11,408,543",100,C
Fragmented,SRR1793376_Haliclona_tubifera,Trinity,1.3,"16,356,602",100,C
Fragmented,SRR504690_Sycon_coactum,Trinity,8.4,"9,098,097",100,C
Fragmented,SRR1145776_Peripatopsis_capensis,Trinity,30.3,"11,638,180",100,C
Fragmented,SRR1505119_Monodonta_labio,Trinity,12.3,"10,388,770",100,C
Fragmented,SRR1560310_Lyonsia_floridana,Trinity,20.1,"9,919,645",100,C
Fragmented,SRR1560359_Mercenaria_campechiensis,Trinity,21.8,"11,935,267",100,C
Fragmented,SRR1560432_Neotrigonia_margaritacea,Trinity,27.8,"11,215,767",100,C
Fragmented,SRR1560458_Cardites_antiquatus,Trinity,33.1,"11,916,756",100,C
Fragmented,SRR1561723_Sphaerium_nucleus,Trinity,43.3,"18,539,173",100,C
Fragmented,SRR1611556_Hemithiris_psittacea,Trinity,4.2,"9,221,875",100,C
Fragmented,SRR1611560_Malacobdella_grossa,Trinity,2.6,"8,307,739",100,C
Fragmented,SRR1611565_Phoronis_psammophila,Trinity,6.5,"12,949,999",100,C
Fragmented,SRR1796434_Catenula_lemnae,Trinity,18.6,"3,028,636",100,C
Fragmented,SRR3097584_Florometra,Trinity,1.2,"32,710,859",100,C
Fragmented,SRR3105702_Childia_submaculatum,Trinity,5,"6,089,955",100,C
Fragmented,SRR331123_Ennucula_tenuis,Trinity,4.7,"14,420,942",100,C
Fragmented,SRR7655554_Ircinia_fasciculata,Trinity,19.4,"13,420,109",100,C
Fragmented,SRR7754744_Krohnitta_subtilis,Trinity,8.3,"15,954,007",100,C
Fragmented,SRR10527303_Octolasmis_warwickii,Trinity,0.7,"15,813,391",150,D
Fragmented,SRR3350463_Dimya_lima,Trinity,29.9,"5,426,850",150,D
Fragmented,SRR3404576_Brachionus_plicatilis,Trinity,0.4,"7,403,847",150,D
Fragmented,SRR4113507_Calanus_finmarchicus,Trinity,16.8,"10,633,606",150,D
Fragmented,SRR4294206_Millepora_alcicornis,Trinity,1,"24,645,545",150,D
Fragmented,SRR504694_Corticium_candelabrum,Trinity,5.8,"18,897,095",150,D
Fragmented,SRR5140141_Eoleptestheria_cf_ticinensis,Trinity,12.9,"5,471,351",150,D
Fragmented,SRR5626553_Nautilus_pompilius,Trinity,32.8,"16,461,197",150,D
Fragmented,SRR5873556_Neocalanus_Flemingeri,Trinity,7.3,"4,112,626",150,D
Fragmented,SRR8393254_Apostichopus_japonicus,Trinity,7.3,"8,289,770",150,D
Fragmented,SRR8491966_Porites_pukoensis,Trinity,0.6,"16,448,725",150,D
Missing,ERR3026433_Pinnigorgia_flava,Trinity,1.8,"30,545,400",50,A
Missing,ERR3026434_Sinularia_cruciata,Trinity,3.8,"22,160,908",50,A
Missing,ERR3026435_Tubipora_musica,Trinity,2.6,"23,006,724",50,A
Missing,ERR3040053_Heliopora_coerulea,Trinity,2,"29,000,821",50,A
Missing,SRR8280777_Godzilliognomus_frondosus,Trinity,6.5,"14,086,834",75,B
Missing,SRR8745910_Galeodes_sp,Trinity,3.3,"6,356,774",75,B
Missing,SRR8745911_Peripatoides_novaezealandiae_onychophora,Trinity,7.4,"5,768,550",75,B
Missing,ERR1000783_Paracentrotus_lividus,Trinity,8.1,"6,803,316",75,B
Missing,SRR10744002_Paracentrotus_lividus,Trinity,1.8,"13,583,857",75,B
Missing,SRR1232685_Nephtys_caeca,Trinity,45.2,"1,576,665",75,B
Missing,SRR1271607_Gnathostomula_paradoxa,Trinity,20.3,"5,954,962",75,B
Missing,SRR1271706_Macrodasys_sp,Trinity,12,"3,204,609",75,B
Missing,SRR1273732_Lepidodermella_squamata,Trinity,22.1,"4,370,938",75,B
Missing,SRR1273789_Cephalothrix_linearis,Trinity,4.1,"4,869,244",75,B
Missing,SRR5569439_Acropora_palmata,Trinity,11.4,"10,476,071",75,B
Missing,SRR8601367_Acropora_pulchra,Trinity,1.9,"14,037,157",75,B
Missing,SRR1041944_Ephydatia_muelleri,Trinity,4.1,"11,425,188",100,C
Missing,SRR1042012_Oscarella_pearsei,Trinity,4.7,"11,306,242",100,C
Missing,SRR1168575_Spongilla_lacustris,Trinity,4.8,"5,136,881",100,C
Missing,SRR1711043_Mycale_phylophylla_adult,Trinity,9.2,"11,408,543",100,C
Missing,SRR1793376_Haliclona_tubifera,Trinity,4.5,"16,356,602",100,C
Missing,SRR504690_Sycon_coactum,Trinity,9,"9,098,097",100,C
Missing,SRR1145776_Peripatopsis_capensis,Trinity,8.1,"11,638,180",100,C
Missing,SRR1505119_Monodonta_labio,Trinity,3.5,"10,388,770",100,C
Missing,SRR1560310_Lyonsia_floridana,Trinity,3.2,"9,919,645",100,C
Missing,SRR1560359_Mercenaria_campechiensis,Trinity,57.9,"11,935,267",100,C
Missing,SRR1560432_Neotrigonia_margaritacea,Trinity,14.5,"11,215,767",100,C
Missing,SRR1560458_Cardites_antiquatus,Trinity,24.2,"11,916,756",100,C
Missing,SRR1561723_Sphaerium_nucleus,Trinity,22.1,"18,539,173",100,C
Missing,SRR1611556_Hemithiris_psittacea,Trinity,1.3,"9,221,875",100,C
Missing,SRR1611560_Malacobdella_grossa,Trinity,3.1,"8,307,739",100,C
Missing,SRR1611565_Phoronis_psammophila,Trinity,0.9,"12,949,999",100,C
Missing,SRR1796434_Catenula_lemnae,Trinity,28.9,"3,028,636",100,C
Missing,SRR3097584_Florometra,Trinity,0.8,"32,710,859",100,C
Missing,SRR3105702_Childia_submaculatum,Trinity,13.2,"6,089,955",100,C
Missing,SRR331123_Ennucula_tenuis,Trinity,1.1,"14,420,942",100,C
Missing,SRR7655554_Ircinia_fasciculata,Trinity,9.2,"13,420,109",100,C
Missing,SRR7754744_Krohnitta_subtilis,Trinity,3.5,"15,954,007",100,C
Missing,SRR10527303_Octolasmis_warwickii,Trinity,1.8,"15,813,391",150,D
Missing,SRR3350463_Dimya_lima,Trinity,17,"5,426,850",150,D
Missing,SRR3404576_Brachionus_plicatilis,Trinity,4.1,"7,403,847",150,D
Missing,SRR4113507_Calanus_finmarchicus,Trinity,3.4,"10,633,606",150,D
Missing,SRR4294206_Millepora_alcicornis,Trinity,1.7,"24,645,545",150,D
Missing,SRR504694_Corticium_candelabrum,Trinity,3,"18,897,095",150,D
Missing,SRR5140141_Eoleptestheria_cf_ticinensis,Trinity,2.3,"5,471,351",150,D
Missing,SRR5626553_Nautilus_pompilius,Trinity,5,"16,461,197",150,D
Missing,SRR5873556_Neocalanus_Flemingeri,Trinity,3.9,"4,112,626",150,D
Missing,SRR8393254_Apostichopus_japonicus,Trinity,1.1,"8,289,770",150,D
Missing,SRR8491966_Porites_pukoensis,Trinity,0,"16,448,725",150,D
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,